app_id,com_type,act_name
africa.bundle.mobile.app,exp_activity,com.google.firebase.auth.internal.FederatedSignInActivity
africa.bundle.mobile.app,exp_service,com.google.android.gms.auth.api.signin.RevocationBoundService
africa.bundle.mobile.app,exp_service,com.google.android.play.core.assetpacks.AssetPackExtractionService
africa.bundle.mobile.app,exp_receiver,com.appsflyer.SingleInstallBroadcastReceiver
africa.bundle.mobile.app,exp_receiver,com.google.firebase.iid.FirebaseInstanceIdReceiver
africa.bundle.mobile.app,activity,bundle.africa.bundle_app.MainActivity
africa.bundle.mobile.app,activity,com.yalantis.ucrop.UCropActivity
africa.bundle.mobile.app,activity,com.bundle.bundle_rave_pay.RavePayActivity
africa.bundle.mobile.app,activity,com.bundle.bundle_rave_pay.VerificationActivity
africa.bundle.mobile.app,activity,de.mintware.barcode_scan.BarcodeScannerActivity
africa.bundle.mobile.app,activity,com.google.android.gms.auth.api.signin.internal.SignInHubActivity
africa.bundle.mobile.app,activity,com.google.firebase.auth.internal.FederatedSignInActivity
africa.bundle.mobile.app,activity,com.google.android.gms.common.api.GoogleApiActivity
africa.bundle.mobile.app,activity,io.flutter.plugins.urllauncher.WebViewActivity
africa.bundle.mobile.app,activity,androidx.biometric.DeviceCredentialHandlerActivity
africa.bundle.mobile.app,activity,io.intercom.android.sdk.activities.IntercomMessengerActivity
africa.bundle.mobile.app,activity,io.intercom.android.sdk.lightbox.LightBoxActivity
africa.bundle.mobile.app,activity,io.intercom.android.sdk.activities.IntercomArticleActivity
africa.bundle.mobile.app,activity,io.intercom.android.sdk.activities.IntercomHelpCenterActivity
africa.bundle.mobile.app,activity,io.intercom.android.sdk.activities.IntercomPostActivity
africa.bundle.mobile.app,activity,io.intercom.android.sdk.activities.IntercomNoteActivity
africa.bundle.mobile.app,activity,io.intercom.android.sdk.activities.IntercomSheetActivity
africa.bundle.mobile.app,activity,io.intercom.android.sdk.activities.IntercomVideoActivity
africa.bundle.mobile.app,activity,io.intercom.android.sdk.activities.IntercomCarouselActivity
africa.bundle.mobile.app,activity,com.google.android.play.core.missingsplits.PlayCoreMissingSplitsActivity
africa.bundle.mobile.app,activity,com.google.android.play.core.common.PlayCoreDialogWrapperActivity
africa.bundle.mobile.app,activity,com.intercom.input.gallery.GalleryInputFullScreenActivity
africa.bundle.mobile.app,activity,com.intercom.input.gallery.GalleryLightBoxActivity
africa.bundle.mobile.app,service,com.google.firebase.components.ComponentDiscoveryService
africa.bundle.mobile.app,service,io.flutter.plugins.firebasemessaging.FlutterFirebaseMessagingService
africa.bundle.mobile.app,service,com.google.android.gms.measurement.AppMeasurementService
africa.bundle.mobile.app,service,com.google.android.gms.measurement.AppMeasurementJobService
africa.bundle.mobile.app,service,io.intercom.android.sdk.fcm.IntercomFcmMessengerService
africa.bundle.mobile.app,service,com.google.firebase.messaging.FirebaseMessagingService
africa.bundle.mobile.app,service,com.google.android.gms.auth.api.signin.RevocationBoundService
africa.bundle.mobile.app,service,com.google.android.datatransport.runtime.backends.TransportBackendDiscovery
africa.bundle.mobile.app,service,com.google.android.datatransport.runtime.scheduling.jobscheduling.JobInfoSchedulerService
africa.bundle.mobile.app,service,com.google.android.play.core.assetpacks.AssetPackExtractionService
africa.bundle.mobile.app,receiver,com.appsflyer.SingleInstallBroadcastReceiver
africa.bundle.mobile.app,receiver,com.google.android.gms.measurement.AppMeasurementReceiver
africa.bundle.mobile.app,receiver,com.google.firebase.iid.FirebaseInstanceIdReceiver
africa.bundle.mobile.app,receiver,com.dexterous.flutterlocalnotifications.ScheduledNotificationReceiver
africa.bundle.mobile.app,receiver,com.dexterous.flutterlocalnotifications.ScheduledNotificationBootReceiver
africa.bundle.mobile.app,receiver,io.intercom.android.sdk.push.IntercomPushBroadcastReceiver
africa.bundle.mobile.app,receiver,com.google.android.datatransport.runtime.scheduling.jobscheduling.AlarmManagerSchedulerBroadcastReceiver
africa.bundle.mobile.app,provider,com.google.firebase.perf.provider.FirebasePerfProvider
africa.bundle.mobile.app,provider,com.google.firebase.provider.FirebaseInitProvider
africa.bundle.mobile.app,provider,io.flutter.plugins.imagepicker.ImagePickerFileProvider
africa.bundle.mobile.app,provider,io.intercom.android.sdk.IntercomInitializeContentProvider
africa.bundle.mobile.app,provider,com.squareup.picasso.PicassoProvider
africa.buycoins.buycoinsx.basic,exp_activity,africa.buycoins.buycoinsx.MainActivity
africa.buycoins.buycoinsx.basic,exp_activity,androidx.biometric.DeviceCredentialHandlerActivity
africa.buycoins.buycoinsx.basic,exp_service,com.google.android.gms.auth.api.signin.RevocationBoundService
africa.buycoins.buycoinsx.basic,exp_receiver,io.invertase.firebase.messaging.ReactNativeFirebaseMessagingReceiver
africa.buycoins.buycoinsx.basic,exp_receiver,com.google.firebase.iid.FirebaseInstanceIdReceiver
africa.buycoins.buycoinsx.basic,activity,africa.buycoins.buycoinsx.MainActivity
africa.buycoins.buycoinsx.basic,activity,africa.buycoins.buycoinsx.SplashActivity
africa.buycoins.buycoinsx.basic,activity,com.facebook.react.devsupport.DevSettingsActivity
africa.buycoins.buycoinsx.basic,activity,androidx.biometric.DeviceCredentialHandlerActivity
africa.buycoins.buycoinsx.basic,activity,com.google.android.gms.auth.api.signin.internal.SignInHubActivity
africa.buycoins.buycoinsx.basic,activity,com.google.android.gms.common.api.GoogleApiActivity
africa.buycoins.buycoinsx.basic,service,io.invertase.firebase.messaging.ReactNativeFirebaseMessagingHeadlessService
africa.buycoins.buycoinsx.basic,service,io.invertase.firebase.messaging.ReactNativeFirebaseMessagingService
africa.buycoins.buycoinsx.basic,service,com.google.firebase.messaging.FirebaseMessagingService
africa.buycoins.buycoinsx.basic,service,com.google.firebase.components.ComponentDiscoveryService
africa.buycoins.buycoinsx.basic,service,com.google.android.datatransport.runtime.backends.TransportBackendDiscovery
africa.buycoins.buycoinsx.basic,service,com.google.android.datatransport.runtime.scheduling.jobscheduling.JobInfoSchedulerService
africa.buycoins.buycoinsx.basic,service,com.google.android.gms.auth.api.signin.RevocationBoundService
africa.buycoins.buycoinsx.basic,receiver,io.invertase.firebase.messaging.ReactNativeFirebaseMessagingReceiver
africa.buycoins.buycoinsx.basic,receiver,com.google.android.datatransport.runtime.scheduling.jobscheduling.AlarmManagerSchedulerBroadcastReceiver
africa.buycoins.buycoinsx.basic,receiver,com.google.firebase.iid.FirebaseInstanceIdReceiver
africa.buycoins.buycoinsx.basic,provider,com.reactnativecommunity.webview.RNCWebViewFileProvider
africa.buycoins.buycoinsx.basic,provider,com.google.firebase.provider.FirebaseInitProvider
